0,0,0.0852211
1,0,0.0876071
2,0,0.0900247
3,0,0.0924733
4,0,0.0949523
5,0,0.0974612
6,0,0.0999994
7,0,0.102566
8,0,0.105161
9,0,0.107783
10,0,0.110432
11,0,0.113106
12,0,0.115806
13,0,0.11853
14,0,0.121277
15,0,0.124048
16,0,0.12684
17,0,0.129653
18,0,0.132487
19,0,0.135339
20,0,0.138211
21,0,0.141099
22,0,0.144004
23,0,0.146925
24,0,0.14986
25,0,0.152808
26,0,0.155769
27,0,0.158742
28,0,0.161725
29,0,0.164717
30,0,0.167718
31,0,0.170726
32,0,0.173739
33,0,0.176758
34,0,0.179781
35,0,0.182806
36,0,0.185833
37,0,0.18886
38,0,0.191887
39,0,0.194911
40,0,0.197932
41,0,0.200949
42,0,0.203961
43,0,0.206965
44,0,0.209962
45,0,0.212949
46,0,0.215926
47,0,0.218892
48,0,0.221844
49,0,0.224783
50,0,0.227706
51,0,0.230613
52,0,0.233502
53,0,0.236371
54,0,0.239221
55,0,0.24205
56,0,0.244856
57,0,0.247638
58,0,0.250395
59,0,0.253125
60,0,0.255829
61,0,0.258504
62,0,0.261149
63,0,0.263763
64,0,0.266345
65,0,0.268894
66,0,0.271408
67,0,0.273887
68,0,0.27633
69,0,0.278735
70,0,0.281101
71,0,0.283427
72,0,0.285713
73,0,0.287956
74,0,0.290157
75,0,0.292313
76,0,0.294425
77,0,0.296491
78,0,0.29851
79,0,0.300481
80,0,0.302404
81,0,0.304277
82,0,0.3061
83,0,0.307871
84,0,0.309591
85,0,0.311257
86,0,0.31287
87,0,0.314429
88,0,0.315932
89,0,0.31738
90,0,0.318771
91,0,0.320105
92,0,0.321381
93,0,0.322599
94,0,0.323757
95,0,0.324857
96,0,0.325896
97,0,0.326875
98,0,0.327793
99,0,0.328649
100,0,0.329444
101,0,0.330176
102,0,0.330846
103,0,0.331453
104,0,0.331997
105,0,0.332478
106,0,0.332895
107,0,0.333248
108,0,0.333537
109,0,0.333762
110,0,0.333923
111,0,0.334019
112,0,0.334051
113,0,0.334019
114,0,0.333923
115,0,0.333762
116,0,0.333537
117,0,0.333248
118,0,0.332895
119,0,0.332478
120,0,0.331997
121,0,0.331453
122,0,0.330846
123,0,0.330176
124,0,0.329444
125,0,0.328649
126,0,0.327793
127,0,0.326875
128,0,0.325896
129,0,0.324857
130,0,0.323757
131,0,0.322599
132,0,0.321381
133,0,0.320105
134,0,0.318771
135,0,0.31738
136,0,0.315932
137,0,0.314429
138,0,0.31287
139,0,0.311257
140,0,0.309591
141,0,0.307871
142,0,0.3061
143,0,0.304277
144,0,0.302404
145,0,0.300481
146,0,0.29851
147,0,0.296491
148,0,0.294425
149,0,0.292313
150,0,0.290157
151,0,0.287956
152,0,0.285713
153,0,0.283427
154,0,0.281101
155,0,0.278735
156,0,0.27633
157,0,0.273887
158,0,0.271408
159,0,0.268894
160,0,0.266345
161,0,0.263763
162,0,0.261149
163,0,0.258504
164,0,0.255829
165,0,0.253125
166,0,0.250395
167,0,0.247638
168,0,0.244856
169,0,0.24205
170,0,0.239221
171,0,0.236371
172,0,0.233502
173,0,0.230613
174,0,0.227706
175,0,0.224783
176,0,0.221844
177,0,0.218892
